,A,B,C,D,target
57,0.11573067,0.49990323,0.33873966,0.04562646895647049,1
58,0.11664318,0.48103726,0.37477875,0.0275407787412405,1
59,0.11672872,0.31294334,0.16192642,0.4084014892578125,1
60,0.11795206,0.35833326,0.30384094,0.21987374126911163,1
61,0.11859607,0.7001642,0.11794968,0.06329002231359482,1
62,0.119242504,0.6303339,0.22255538,0.02786824479699135,1
63,0.120126,0.6891169,0.07974292,0.11101420968770981,1
64,0.12015083,0.42249718,0.43521768,0.022134333848953247,1
65,0.120247,0.5650756,0.23516214,0.07951535284519196,1
66,0.1206656,0.32702038,0.5295373,0.022776734083890915,1
67,0.12156042,0.5167327,0.32881203,0.03289487957954407,1
68,0.12229857,0.615209,0.14211713,0.1203753873705864,1
69,0.12324335,0.41678622,0.08688937,0.3730810284614563,1
70,0.12365181,0.38842523,0.400717,0.08720600605010986,1
71,0.124756426,0.42043304,0.4122017,0.042608872056007385,1
72,0.12481485,0.22218199,0.55490154,0.0981016457080841,1
73,0.12512754,0.6010775,0.24860694,0.025188023224473,1
74,0.12624428,0.53738,0.138181,0.19819478690624237,1
75,0.12625617,0.37086496,0.18577486,0.3171040415763855,1
76,0.12711523,0.12742947,0.61792135,0.1275339126586914,1
77,0.1278191,0.61222744,0.16809794,0.09185546636581421,1
78,0.12791519,0.36051607,0.37313908,0.1384297013282776,1
79,0.12877661,0.44093034,0.40375918,0.02653392031788826,1
80,0.12924376,0.5812866,0.1948471,0.09462254494428635,1
81,0.12933174,0.5918823,0.21843418,0.060351740568876266,1
82,0.12946409,0.25410372,0.537146,0.07928621023893356,1
83,0.13031937,0.5808027,0.21133155,0.0775463655591011,1
84,0.1310464,0.28839934,0.40398577,0.1765684336423874,1
85,0.13193859,0.6201615,0.121503495,0.12639641761779785,1
86,0.13276397,0.70109093,0.10548949,0.060655660927295685,1
87,0.13288012,0.43478197,0.24998389,0.18235398828983307,1
88,0.13323162,0.6061579,0.22517873,0.035431768745183945,1
89,0.13356583,0.3299409,0.5119363,0.024556955322623253,1
90,0.133817,0.52936023,0.3180815,0.01874125935137272,1
91,0.13389483,0.640594,0.17620571,0.049305450171232224,1
92,0.13400191,0.45538983,0.35651678,0.05409149453043938,1
93,0.13490914,0.48842886,0.15510643,0.22155556082725525,1
94,0.13522348,0.21481979,0.62970686,0.020249851047992706,1
95,0.13578524,0.64148194,0.20486224,0.017870577052235603,1
96,0.13585581,0.41774684,0.33226937,0.1141279861330986,1
97,0.13606122,0.7158408,0.089511655,0.058586277067661285,1
98,0.1376072,0.36144656,0.36429933,0.13664691150188446,1
99,0.13977106,0.7344711,0.083474964,0.04228287935256958,1
100,0.14002533,0.528901,0.27063066,0.06044304743409157,1
101,0.14063789,0.21450043,0.57441294,0.07044874876737595,1
102,0.14089976,0.51590854,0.20495702,0.1382347196340561,1
103,0.14153942,0.64319605,0.08129457,0.13396994769573212,1
104,0.14217925,0.58327776,0.16527788,0.1092650517821312,1
105,0.1422841,0.4662229,0.11147177,0.28002119064331055,1
106,0.14238137,0.30795136,0.38908315,0.16058413684368134,1
107,0.14295337,0.5548798,0.25915632,0.043010517954826355,1
108,0.1433498,0.71169025,0.09577279,0.04918723553419113,1
109,0.1435295,0.24300185,0.57159996,0.0418686643242836,1
110,0.14432757,0.63983893,0.10596926,0.10986427962779999,1
111,0.1445081,0.22404511,0.15073936,0.48070740699768066,1
112,0.14568833,0.34797138,0.19803567,0.30830466747283936,1
113,0.14584813,0.42672613,0.2562842,0.17114153504371643,1
114,0.14606279,0.20351057,0.59175915,0.05866753309965134,1
115,0.14871497,0.5682799,0.21276228,0.07024282962083817,1
116,0.149149,0.4317123,0.18220781,0.23693086206912994,1
117,0.1493163,0.65091276,0.18113196,0.018639037385582924,1
118,0.1493365,0.50621575,0.30195096,0.042496778070926666,1
119,0.1494937,0.3419991,0.48399478,0.02451241761445999,1
120,0.14991389,0.3317954,0.42716494,0.09112582355737686,1
121,0.15060094,0.40165788,0.12184825,0.32589295506477356,1
122,0.15062127,0.36750785,0.33436954,0.1475013643503189,1
123,0.1513475,0.20157577,0.5942449,0.05283180624246597,1
124,0.15182409,0.57225966,0.2243464,0.0515698678791523,1
125,0.1521198,0.3818116,0.22224331,0.24382531642913818,1
126,0.15218197,0.34511733,0.29789752,0.2048032134771347,1
127,0.15225545,0.46691146,0.23412564,0.1467074602842331,1
128,0.15356743,0.69137603,0.10837877,0.04667775332927704,1
129,0.1535689,0.6913792,0.10837402,0.04667786508798599,1
130,0.15356985,0.69137794,0.10837429,0.046677879989147186,1
131,0.15376972,0.6712114,0.13494335,0.04007553309202194,1
132,0.15423575,0.54849124,0.22368963,0.07358336448669434,1
133,0.15465355,0.48652586,0.1798899,0.1789306402206421,1
134,0.15468886,0.7416446,0.035751082,0.06791543960571289,1
135,0.15501808,0.55002797,0.1052882,0.1896657645702362,1
136,0.15512939,0.21047516,0.5693382,0.06505720317363739,1
137,0.1552679,0.3153636,0.44011202,0.08925645798444748,1
138,0.1557052,0.40332684,0.30814722,0.132820725440979,1
139,0.15602858,0.5206322,0.17366204,0.14967717230319977,1
140,0.15691122,0.71903384,0.081680134,0.042374856770038605,1
141,0.15704058,0.3807499,0.2603373,0.20187222957611084,1
142,0.15708774,0.5307269,0.28847224,0.023713134229183197,1
143,0.15717544,0.5585779,0.22265817,0.06158846244215965,1
144,0.1571935,0.31076926,0.4520894,0.07994786649942398,1
145,0.15740503,0.53812635,0.24340339,0.061065178364515305,1
146,0.15753317,0.49938944,0.31603697,0.027040433138608932,1
147,0.15807003,0.67869073,0.1321492,0.03108997456729412,1
148,0.15858491,0.6982995,0.12909755,0.014017974957823753,1
149,0.15910988,0.57729864,0.22781774,0.035773735493421555,1
150,0.1594947,0.5666868,0.13984062,0.13397790491580963,1
151,0.16234407,0.17558144,0.60065615,0.0614183209836483,1
152,0.16327257,0.38117662,0.43752223,0.018028605729341507,1
153,0.16327778,0.2972403,0.5026192,0.03686270862817764,1
154,0.16364086,0.3978471,0.30513307,0.13337896764278412,1
155,0.1636689,0.7163691,0.07650949,0.043452538549900055,1
156,0.16378479,0.6573771,0.15435211,0.02448596991598606,1
157,0.16403216,0.46066397,0.26939613,0.10590776801109314,1
158,0.16469018,0.3219426,0.46446645,0.048900749534368515,1
159,0.16501398,0.7496166,0.056402758,0.028966670855879784,1
160,0.1650555,0.3934403,0.34671745,0.09478674083948135,1
161,0.16551283,0.4746875,0.2601356,0.099664106965065,1
162,0.16564283,0.67764336,0.07699715,0.07971664518117905,1
163,0.1670654,0.39115044,0.2925107,0.14927351474761963,1
164,0.16757405,0.40068343,0.34421515,0.08752734214067459,1
165,0.16840655,0.34387138,0.40425652,0.08346550911664963,1
166,0.16846786,0.5058973,0.24811345,0.0775214210152626,1
167,0.16847654,0.5953701,0.18010983,0.05604354292154312,1
168,0.16898955,0.17194082,0.47843176,0.18063785135746002,1
169,0.1692458,0.68467766,0.07615525,0.0699213519692421,1
170,0.16963184,0.393266,0.21450253,0.22259967029094696,1
171,0.16965078,0.495801,0.272017,0.06253116577863693,1
172,0.1703666,0.6037582,0.15446828,0.07140689343214035,1
173,0.17054881,0.17481732,0.5754919,0.07914195209741592,1
174,0.1707635,0.55360425,0.24589124,0.029741037636995316,1
175,0.1708042,0.4252959,0.16146822,0.24243170022964478,1
176,0.17127538,0.23370993,0.4698086,0.12520603835582733,1
177,0.17184883,0.1482175,0.47623077,0.20370285212993622,1
178,0.1721507,0.4770705,0.061572205,0.2892065644264221,1
179,0.17248206,0.1973218,0.10781072,0.5223854184150696,1
180,0.17271954,0.35912806,0.29637337,0.17177905142307281,1
181,0.17361519,0.49206796,0.19928166,0.1350352168083191,1
182,0.17389823,0.61546135,0.17143914,0.0392012894153595,1
183,0.17469116,0.2591302,0.48336664,0.08281198889017105,1
184,0.17520474,0.6017985,0.05164445,0.17135228216648102,1
185,0.17534028,0.28943828,0.34976673,0.18545469641685486,1
186,0.17592168,0.18680653,0.48176092,0.15551087260246277,1
187,0.17616476,0.19871178,0.5938337,0.03128974512219429,1
188,0.17636661,0.56874985,0.121864066,0.13301946222782135,1
189,0.17669845,0.21613951,0.18014877,0.4270133376121521,1
190,0.1772805,0.5240118,0.14702931,0.1516784131526947,1
191,0.17857815,0.6486552,0.14293733,0.0298293549567461,1
192,0.17876874,0.2992157,0.15755251,0.36446306109428406,1
193,0.17941907,0.48198006,0.29929233,0.039308514446020126,1
194,0.17948571,0.7693054,0.034727197,0.016481639817357063,1
195,0.17978387,0.2582883,0.5297988,0.03212904930114746,1
196,0.18036799,0.36246356,0.3610359,0.0961325466632843,1
197,0.18051739,0.46314403,0.25270978,0.10362879186868668,1
198,0.18060023,0.6173246,0.1786052,0.02347002737224102,1
199,0.18192288,0.35279185,0.447241,0.018044263124465942,1
200,0.1820622,0.462089,0.16243465,0.193414106965065,1
201,0.18226191,0.4809505,0.06702778,0.26975977420806885,1
202,0.18252228,0.5226024,0.12385961,0.1710156798362732,1
203,0.18254061,0.46069232,0.3030827,0.05368434637784958,1
204,0.18257487,0.29672617,0.21718833,0.3035106360912323,1
205,0.18321513,0.25635472,0.3763229,0.18410724401474,1
206,0.18324862,0.40097213,0.12786543,0.28791382908821106,1
207,0.18471915,0.41993824,0.31542006,0.07992254197597504,1
208,0.18497756,0.66187155,0.10970463,0.043446242809295654,1
209,0.18506776,0.23188698,0.51698,0.06606526672840118,1
210,0.18590681,0.49987304,0.1536472,0.16057291626930237,1
211,0.18591936,0.58743215,0.21616717,0.010481334291398525,1
212,0.18622917,0.562374,0.20809485,0.04330197721719742,1
213,0.18629555,0.35769632,0.2411218,0.21488632261753082,1
214,0.18657455,0.21939963,0.5447751,0.04925065115094185,1
215,0.18709323,0.29180536,0.46770495,0.05339647829532623,1
216,0.1872083,0.40513396,0.2435397,0.16411800682544708,1
217,0.1874793,0.40307644,0.17651118,0.23293311893939972,1
218,0.18775754,0.55910236,0.0501783,0.20296181738376617,1
219,0.18792662,0.23664096,0.40874356,0.16668884456157684,1
220,0.18860467,0.6793605,0.10484333,0.027191556990146637,1
221,0.18871345,0.2806332,0.48902264,0.04163065180182457,1
222,0.18891793,0.31055662,0.3132245,0.18730099499225616,1
223,0.18895562,0.43786028,0.3399128,0.03327135369181633,1
224,0.18983701,0.55909514,0.16114438,0.08992348611354828,1
225,0.18984477,0.73872066,0.045791388,0.025643153116106987,1
226,0.190167,0.34765932,0.2302877,0.23188595473766327,1
227,0.19056994,0.19394892,0.48318848,0.132292702794075,1
228,0.19143677,0.29180673,0.4936442,0.023112250491976738,1
229,0.19195522,0.6351773,0.13407102,0.03879643604159355,1
230,0.19260435,0.6155353,0.1583061,0.03355421870946884,1
231,0.19277309,0.6036796,0.1328562,0.07069114595651627,1
232,0.19290207,0.0473282,0.1452085,0.6145612597465515,1
233,0.19358115,0.6349441,0.111244895,0.060229942202568054,1
234,0.19395803,0.28042632,0.33316192,0.19245369732379913,1
235,0.19409852,0.6106114,0.17803764,0.017252501100301743,1
236,0.19410126,0.25270036,0.4602354,0.09296303987503052,1
237,0.19433694,0.4005679,0.37768847,0.027406761422753334,1
238,0.19434796,0.36014077,0.36240283,0.08310844749212265,1
239,0.19434868,0.3601406,0.36240295,0.08310779184103012,1
240,0.19553372,0.22032155,0.5166339,0.06751076877117157,1
241,0.19623633,0.67198586,0.08646926,0.045308537781238556,1
242,0.19625907,0.69861984,0.091065235,0.014055872336030006,1
243,0.19686227,0.48866993,0.17233759,0.14213021099567413,1
244,0.19787617,0.64169985,0.033408128,0.1270158588886261,1
245,0.1987007,0.6488555,0.09898369,0.05346008762717247,1
246,0.19900481,0.5987532,0.17457148,0.027670472860336304,1
247,0.19979146,0.3789713,0.3786629,0.042574286460876465,1
248,0.19992319,0.23103824,0.45239782,0.11664070188999176,1
249,0.19997625,0.4447766,0.3263702,0.028876950964331627,1
250,0.20032935,0.54759854,0.22773491,0.024337178096175194,1
251,0.20046109,0.49009377,0.07678967,0.23265543580055237,1
252,0.20066765,0.14743882,0.6156966,0.03619689121842384,1
253,0.20101482,0.5074025,0.27969486,0.011887839995324612,1
254,0.20168778,0.35568514,0.1307548,0.3118722140789032,1
255,0.20316693,0.53967154,0.18389913,0.07326240837574005,1
256,0.2032415,0.6329573,0.09131123,0.07248999178409576,1
257,0.20380576,0.24582322,0.43827018,0.11210089176893234,1
258,0.20448738,0.32206014,0.31789693,0.15555554628372192,1
259,0.2049756,0.5494929,0.23048927,0.015042220242321491,1
260,0.20506997,0.38250688,0.24356951,0.16885361075401306,1
261,0.20527336,0.3227715,0.3448564,0.12709876894950867,1
262,0.20540226,0.47172818,0.26596144,0.056908152997493744,1
263,0.20608942,0.27764744,0.417289,0.09897416085004807,1
264,0.20620455,0.45252863,0.20033312,0.14093367755413055,1
265,0.20627044,0.10593465,0.3327063,0.35508862137794495,1
266,0.20632069,0.63236225,0.14761376,0.013703285716474056,1
267,0.20727955,0.65623146,0.10597821,0.030510811135172844,1
268,0.207721,0.6744559,0.11097338,0.0,1
269,0.20838378,0.57901794,0.17597337,0.03662491962313652,1
270,0.20878817,0.47548467,0.24764842,0.06807870417833328,1
271,0.20893142,0.6243408,0.12848398,0.038243819028139114,1
272,0.20953426,0.21415126,0.4748073,0.10150717198848724,1
273,0.2104049,0.5894806,0.16346636,0.036648113280534744,1
274,0.21059561,0.4919486,0.25222495,0.04523084685206413,1
275,0.21076196,0.5752862,0.18823296,0.025718888267874718,1
276,0.21112607,0.61500067,0.13509534,0.03877794370055199,1
277,0.21112898,0.4582131,0.23495832,0.09569962322711945,1
278,0.21193969,0.3626327,0.25367442,0.17175321280956268,1
279,0.21297292,0.60028297,0.12325912,0.06348498910665512,1
280,0.21369842,0.31357485,0.2773751,0.19535158574581146,1
281,0.21374889,0.42309195,0.26640442,0.0967547595500946,1
282,0.21379201,0.3352184,0.38073665,0.07025296241044998,1
283,0.21421011,0.46315092,0.18118818,0.14145079255104065,1
284,0.2143798,0.4533037,0.2941335,0.03818300738930702,1
285,0.21475275,0.2700489,0.14724062,0.3679577112197876,1
286,0.21488263,0.6022641,0.09145488,0.09139838814735413,1
287,0.2154385,0.33613855,0.3846036,0.06381934881210327,1
288,0.21588159,0.53918016,0.15837185,0.08656638115644455,1
289,0.21594381,0.46043527,0.29202524,0.03159571439027786,1
290,0.2161716,0.42019358,0.26620078,0.09743402153253555,1
291,0.21679167,0.3891163,0.29140952,0.10268251597881317,1
292,0.21743631,0.5826825,0.14406426,0.05581691116094589,1
293,0.21846823,0.4099657,0.35024586,0.02132023312151432,1
294,0.21848129,0.34268245,0.40912932,0.029706984758377075,1
295,0.21859027,0.57083064,0.10949559,0.10108347982168198,1
296,0.21920927,0.23965238,0.450422,0.09071635454893112,1
297,0.22002111,0.21862403,0.52660894,0.03474590182304382,1
298,0.22039604,0.5471585,0.21417852,0.018266962841153145,1
299,0.22062425,0.2758287,0.40552855,0.09801854938268661,1
300,0.22066443,0.512528,0.17726229,0.08954527229070663,1
301,0.22083607,0.6488558,0.08609945,0.04420866444706917,1
302,0.22099046,0.32735232,0.1136232,0.3380340337753296,1
303,0.2217041,0.22796322,0.48741543,0.06291726976633072,1
304,0.22209083,0.28757793,0.41182214,0.07850911468267441,1
305,0.22219238,0.24524993,0.49290505,0.03965261951088905,1
306,0.22313517,0.6646162,0.09837493,0.013873661868274212,1
307,0.22404046,0.2164072,0.05486421,0.5046880841255188,1
308,0.22418328,0.31881374,0.378004,0.07899897545576096,1
309,0.2243001,0.4633983,0.29020613,0.022095458582043648,1
310,0.22446516,0.4514306,0.22063883,0.10346542298793793,1
311,0.22542387,0.108493626,0.61727846,0.04880410432815552,1
312,0.2260869,0.29288,0.43534255,0.04569055885076523,1
313,0.22641782,0.7032323,0.041765295,0.02858463115990162,1
314,0.22667374,0.43481928,0.27434874,0.06415825337171555,1
315,0.22677161,0.56779104,0.06329887,0.1421385407447815,1
316,0.22972484,0.7114774,0.039249294,0.01954849809408188,1
317,0.23020338,0.34731677,0.37367684,0.04880302771925926,1
318,0.23187287,0.21681699,0.43562046,0.11568967252969742,1
319,0.23219782,0.6053011,0.14571914,0.016781974583864212,1
320,0.23251407,0.26812983,0.3155105,0.18384559452533722,1
321,0.2330634,0.5895188,0.1117955,0.06562229245901108,1
322,0.23356988,0.23625316,0.4056171,0.12455986440181732,1
323,0.233705,0.59125906,0.08598883,0.08904707431793213,1
324,0.23399803,0.6371058,0.07649483,0.052401281893253326,1
325,0.23431768,0.51957095,0.18243279,0.0636785700917244,1
326,0.23448786,0.25427955,0.20685184,0.30438077449798584,1
327,0.2349003,0.64089906,0.05777516,0.06642543524503708,1
328,0.2352998,0.12245281,0.5166284,0.125619038939476,1
329,0.23567481,0.57793194,0.1580638,0.028329456225037575,1
330,0.2358058,0.17237937,0.49372143,0.09809339791536331,1
331,0.23633422,0.59718674,0.15118614,0.015292922034859657,1
332,0.23701812,0.33608243,0.23036091,0.19653861224651337,1
333,0.2381536,0.16436079,0.097829424,0.49965614080429077,1
334,0.2383452,0.5539225,0.17035678,0.03737558797001839,1
335,0.23838924,0.58664393,0.15027115,0.024695640429854393,1
336,0.23866126,0.5778262,0.16052333,0.02298923395574093,1
337,0.23939092,0.40992874,0.30967814,0.04100218415260315,1
338,0.23944601,0.3448609,0.3480421,0.06765095144510269,1
339,0.23945615,0.23892821,0.4405757,0.08103996515274048,1
340,0.239457,0.597774,0.13782099,0.02494804374873638,1
341,0.23969026,0.6585341,0.06678161,0.034994084388017654,1
342,0.23982807,0.5328449,0.14859079,0.07873617857694626,1
343,0.24007069,0.33840767,0.38336763,0.03815402835607529,1
344,0.24072331,0.4036172,0.24650659,0.1091528832912445,1
345,0.24167524,0.3032103,0.38920423,0.0659102275967598,1
346,0.24186307,0.19311973,0.3196411,0.24537606537342072,1
347,0.24222332,0.32375875,0.337624,0.09639395773410797,1
348,0.24225599,0.58854115,0.122020595,0.04718223959207535,1
349,0.24230868,0.6116941,0.1001117,0.045885488390922546,1
350,0.24401607,0.34720063,0.29154786,0.1172354519367218,1
351,0.24446449,0.42317703,0.10443636,0.22792211174964905,1
352,0.24497047,0.6301548,0.11476655,0.010108198039233685,1
353,0.24511594,0.4956136,0.23297565,0.026294827461242676,1
354,0.24532239,0.5669221,0.090454645,0.09730082005262375,1
355,0.24541771,0.40045878,0.324156,0.02996748313307762,1
356,0.24596924,0.5066515,0.21326494,0.034114327281713486,1
357,0.24622035,0.35715637,0.2938323,0.10279099643230438,1
358,0.24770352,0.5471174,0.17120875,0.03397031128406525,1
359,0.24836856,0.65657544,0.03443398,0.06062198430299759,1
360,0.24860607,0.24362084,0.2843347,0.22343839704990387,1
361,0.24861914,0.5198585,0.20069815,0.030824173241853714,1
362,0.24914214,0.2021394,0.39280298,0.15591548383235931,1
363,0.2500679,0.60297203,0.09594765,0.05101243779063225,1
364,0.25025448,0.32067755,0.07315085,0.3559171259403229,1
365,0.25043762,0.49168152,0.22229213,0.03558873012661934,1
366,0.250678,0.61844957,0.08906802,0.041804347187280655,1
367,0.25149384,0.4293286,0.19260707,0.1265704482793808,1
368,0.2515369,0.43861347,0.2044303,0.10541930049657822,1
369,0.25226775,0.336158,0.35254693,0.059027332812547684,1
370,0.2522974,0.4492302,0.15456107,0.14391130208969116,1
371,0.2523584,0.5925651,0.123865,0.03121148608624935,1
372,0.25392312,0.4401831,0.1701756,0.13571813702583313,1
373,0.25448835,0.4286221,0.27092925,0.04596034064888954,1
374,0.25502166,0.571812,0.12251681,0.050649549812078476,1
375,0.25507897,0.5235067,0.19476779,0.026646530255675316,1
376,0.255413,0.18387626,0.3028101,0.2579006254673004,1
377,0.2557535,0.48648694,0.19436036,0.06339919567108154,1
378,0.255882,0.55900955,0.1582031,0.02690541371703148,1
379,0.25670838,0.345682,0.2483647,0.14924491941928864,1
380,0.2567117,0.53046596,0.087693594,0.12512873113155365,1
381,0.25811154,0.28965256,0.3067619,0.14547406136989594,1
382,0.25822195,0.23581992,0.4944218,0.011536285281181335,1
383,0.25838974,0.42916134,0.22395514,0.08849377930164337,1
384,0.25841087,0.25985104,0.25091115,0.23082700371742249,1
385,0.2592481,0.3478702,0.26552588,0.12735587358474731,1
386,0.2596487,0.42286322,0.24111806,0.07637004554271698,1
387,0.25967336,0.34009272,0.25627518,0.14395876228809357,1
388,0.26072657,0.13476422,0.48010513,0.12440405040979385,1
389,0.26090196,0.46888635,0.24624905,0.02396269142627716,1
390,0.26117146,0.47328696,0.19267674,0.0728648230433464,1
391,0.26130646,0.43730664,0.22630268,0.07508419454097748,1
392,0.26246688,0.31150833,0.22213918,0.20388561487197876,1
393,0.2626222,0.25528196,0.31702062,0.1650751829147339,1
394,0.2629625,0.47647828,0.16609646,0.0944627970457077,1
395,0.26312038,0.54307735,0.116067775,0.0777345523238182,1
396,0.26358223,0.48642603,0.16445261,0.08553913235664368,1
397,0.26366532,0.30717468,0.3182895,0.11087046563625336,1
398,0.26510698,0.67356896,0.045916572,0.015407555736601353,1
399,0.26561302,0.39439857,0.19657724,0.14341117441654205,1
400,0.26579288,0.46598154,0.10795822,0.16026733815670013,1
401,0.26710457,0.60242325,0.084711604,0.04576054960489273,1
402,0.26761633,0.1093331,0.47353083,0.14951974153518677,1
403,0.2677045,0.31433883,0.113386504,0.3045702278614044,1
404,0.26811004,0.53476137,0.15982713,0.037301454693078995,1
405,0.26826367,0.5499031,0.08451807,0.09731519222259521,1
406,0.2686838,0.6167505,0.07285703,0.041708726435899734,1
407,0.2694004,0.5556916,0.15041101,0.02449697256088257,1
408,0.27014047,0.575796,0.0740771,0.07998637109994888,1
409,0.2706933,0.34906074,0.3513407,0.028905250132083893,1
410,0.27123508,0.5059204,0.044086732,0.17875775694847107,1
411,0.2720142,0.23075722,0.465127,0.03210161253809929,1
412,0.27228662,0.30069876,0.398405,0.02860957570374012,1
413,0.27280867,0.3902909,0.14108126,0.1958191841840744,1
414,0.27341285,0.44039005,0.21940292,0.06679414957761765,1
415,0.2736773,0.215891,0.36818293,0.14224880933761597,1
416,0.27398378,0.5945236,0.10706812,0.024424510076642036,1
417,0.2743807,0.10905444,0.2648254,0.35173946619033813,1
418,0.27450937,0.33850542,0.28710747,0.09987769275903702,1
419,0.27541426,0.3120061,0.23995909,0.17262059450149536,1
420,0.27636746,0.54688245,0.1602232,0.01652686297893524,1
421,0.27660367,0.22538461,0.47093022,0.02708147093653679,1
422,0.27672622,0.34645703,0.31559962,0.061217136681079865,1
423,0.2770074,0.5191785,0.16500646,0.03880767896771431,1
424,0.2778423,0.25049242,0.20973551,0.2619297504425049,1
425,0.27815273,0.6385254,0.064205155,0.019116723909974098,1
426,0.2784559,0.33342385,0.35442212,0.033698130398988724,1
427,0.27869332,0.44260046,0.2114302,0.06727605313062668,1
428,0.28114694,0.6305244,0.06874593,0.019582733511924744,1
429,0.28169623,0.41093424,0.25028536,0.05708419531583786,1
430,0.282022,0.31291032,0.22692154,0.17814616858959198,1
431,0.28216538,0.45969275,0.1671619,0.0909799337387085,1
432,0.28411332,0.58581764,0.11026989,0.01979917660355568,1
433,0.28514454,0.27356824,0.39267883,0.04860841855406761,1
434,0.2857797,0.55294776,0.08844178,0.07283072918653488,1
435,0.28604668,0.22977905,0.20057352,0.28360074758529663,1
436,0.28619486,0.5722161,0.12394186,0.017647137865424156,1
437,0.28620675,0.5286075,0.16176581,0.023420000448822975,1
438,0.28627595,0.5918454,0.059531543,0.06234707683324814,1
439,0.28813288,0.46416593,0.21736075,0.030340470373630524,1
440,0.28850257,0.32536006,0.33299926,0.053138092160224915,1
441,0.28872237,0.4604632,0.16094597,0.0898684412240982,1
442,0.29051244,0.36282,0.13918245,0.20748507976531982,1
443,0.29051998,0.3969108,0.23473273,0.0778365209698677,1
444,0.29052088,0.39691025,0.23473291,0.07783596962690353,1
445,0.2909189,0.338252,0.35217148,0.018657615408301353,1
446,0.29143316,0.59485835,0.0733179,0.04039056971669197,1
447,0.29175135,0.33087727,0.16888337,0.20848798751831055,1
448,0.2921562,0.47609353,0.21454743,0.0172028299421072,1
449,0.29248014,0.5393491,0.1356971,0.03247365728020668,1
450,0.29259458,0.43355143,0.10018718,0.17366677522659302,1
451,0.2927727,0.3140347,0.36813775,0.02505485527217388,1
